payment_id,PaymentID,order_id,OrderID,customer_id,CustomerID,payment_date,PaymentDate,amount,Amount_USD,currency,Currency,payment_method,PaymentMethod,transaction_id,TransactionID,status,PaymentStatus,gateway,Gateway,card_last4,CardLast4,bank_name,BankName,refund_amount,RefundAmount,refund_date,RefundDate,is_fraud,IsFraud,fraud_score,FraudScore,processing_fee,ProcessingFee,net_amount,NetAmount,billing_country,BillingCountry,notes,tmp_pay
PAY00000072,PAY00000072,ORD0003293,ORD0003293,CUST000686,CUST000686,02/02/2021,"October 03, 2022",17334.58,€2707.27,JPY,GBP,paypal,PayPal,TXN47JVNOBLE2EZ,TXN1627005539,failed,Completed,Square,Square,8467,6202,NaN,Wells Fargo,0,0,,,NaN,False,0.2214,0.2214,$20.22,$16.02,"$12,548.36",32870.22,NaN,DE,∑ special,
PAY00000073,PAY00000073,ORD0004195,ORD0004195,CUST000399,CUST000399,"July 26, 2023",111120,,$40948.01,USD,EUR,ACH,Wire,TXNS1Z1XAVE5MTN,TXN4471538665,COMPLETED,Failed,Authorize.net,Square,9767,9238,Chase,Wells Fargo,0,0,,,TRUE,TRUE,0.6353,0.6353,USD 4.06,€52.91,1372.7,5373.24,U.S.A,DE,<b>note</b>,
PAY00000074,PAY00000074,ORD0003025,ORD0003025,CUST000994,CUST000994,"December 29, 2021",2023/07/22,$5279.84,"$11,463.22",$,EUR,credit_card,ACH,TXNQ0NNX162A4IG,TXN4233194810,Pending,Refunded,Stripe,Stripe,6820,6384,Barclays,Chase,0,0,,,Y,Y,0.7846,0.7846,€18.31,$36.89,26997.1,36381.15,U.S.A,JP,Manual review,
PAY00000075,PAY00000075,NULL,ORD0001892,CUST000817,CUST000817,290722,10/19/2020,NULL,25306.46,JPY,USD,BTC,Wire,TXNM1MEM19TGDM5,TXN6559093922,pending,Refunded,Adyen,Square,8029,5027,Chase,Wells Fargo,0,0,,,N/A,0,0.6163,0.6163,$96.48,$93.53,18818.89,USD 19739.59,US,DE,∑ special,
PAY00000076,PAY00000076,ORD0004569,ORD0004569,CUST001891,CUST001891,"November 14, 2020",08/05/2022,$785.62,19249.25,usd,USD,cash,PayPal,NaN,TXN9843262802,refunded,Pending,Square,Square,NULL,6631,HSBC,Wells Fargo,NaN,0,,,False,False,0.34,0.34,$35.54,7.91 USD,11955.2,47905.26,United States of America,FR,∑ special,
PAY00000077,PAY00000077,ORD0003520,ORD0003520,CUST001089,null,"January 05, 2020",08/16/2023,46649.56 USD,12850.53 USD,$,GBP,ACH,Wire,TXNGRP1NYCV6I7F,TXN9695032284,Refunded,Failed,stripe,N/A,4593,4499,N/A,Chase,0,0,,NaN,false,false,0.7402,0.7402,£10.53,£71.93,€7624.43,USD 19791.19,usa,DE,Manual review,
PAY00000019,PAY00000078,ORD0000792,ORD0000792,CUST001312,CUST001312,2021/01/28,11/07/2020,$11875.63,$30856.83,€,GBP,Credit Card,ACH,TXN3AMSB71710IM,TXN6026285607,NULL,Pending,Braintree,Square,8161,NaN,BofA,BofA,$13545.48,N/A,2022-04-30,2022-04-30,False,False,0.2544,0.2544,,$75.96,37149.18,4469.8 USD,U.S.A,FR,,
PAY00000079,PAY00000079,ORD0001431,ORD0001431,CUST001411,CUST001411,130621,2023/11/25,37019.71 USD,18237.26 USD,$,USD,Credit Card,Credit Card,TXN28X4T2TFIXN5,TXN6247264570,Completed,Completed,PayPal,PayPal,1548,1415,HSBC,BofA,0,0,,null,No,No,0.1945,0.1945,$4.52,$21.24,38962.47,€13659.09,United States,DE,Manual review,
PAY00000080,PAY00000080,ORD0002850,ORD0002850,CUST001364,CUST001364,"November 02, 2023","July 19, 2023",37053.83,$34206.13,JPY,EUR,wire,ACH,TXNVU7IOSVK1FEZ,TXN6202813750,chargeback,Completed,Stripe,Stripe,6340,5613,Citi,BofA,0,0,,,N,N,0.2284,0.2284,38.24 USD,62.41 USD,null,€2875.89,US,IN,,
PAY00000081,PAY00000081,ORD0000390,ORD0000390,CUST000361,CUST000361,2020-12-11,2023-06-27,€47808.09,"$38,112.81",INR,EUR,N/A,Credit Card,TXNIDLEDEZRN5LD,TXN9958672899,COMPLETED,Refunded,Square,Stripe,7930,6819,,BofA,0,0,,null,False,False,0.6924,0.6924,14.64,£23.5,42350.57 USD,5826.5,usa,DE,∑ special,
PAY00000082,PAY00000082,ORD0002603,ORD0002603,CUST001377,NULL,02-09-2023,071223,€14498.41,USD 26023.28,€,GBP,PayPal,ACH,,TXN8658021364,refunded,Pending,STRIPE,Stripe,N/A,5358,N/A,Chase,0,0,,,False,False,0.4046,0.4046,€24.88,0.18,31604.43,€41373.68,United States of America,JP,Manual review,
PAY00000083,PAY00000083,ORD0000336,ORD0000336,CUST000079,CUST000079,2023-11-30,,$41919.22,NaN,$,GBP,wire,Credit Card,TXNMINY3EKBOHWM,TXN6217952390,Completed,Pending,Square,NULL,1268,5281,Chase,BofA,0,0,,,false,false,0.4695,0.4695,$35.28,£60.29,£48506.08,$2960.6,U.S.A,GB,<b>note</b>,
PAY00000084,PAY00000084,ORD0003036,ORD0003036,CUST001112,CUST001112,2022-07-14,"May 23, 2020",USD 38764.97,5059.96,USD,USD,ACH,PayPal,null,TXN6958801436,Completed,Pending,Manual,Square,9364,3151,Citi,Wells Fargo,0,0,,,No,No,0.3656,0.3656,€6.92,€46.63,30434.25,24144.06,usa,GB,<b>note</b>,
PAY00000085,PAY00000085,ORD0000951,ORD0000951,CUST000980,null,"July 15, 2023",02/09/2023,$27037.86,€13965.27,$,EUR,ACH,PayPal,TXNARLDYHWL1ZUC,TXN9758188051,Completed,Completed,PayPal,Stripe,2433,5945,Citi,Chase,5655.51,19484.48 USD,2022-02-03,2022-02-03,yes,yes,0.2812,0.2812,65.71,USD 33.69,TBD,21107.37,USA,JP,,
PAY00000086,PAY00000086,ORD0002356,,CUST001520,CUST001520,02/27/2020,2022-09-20,,N/A,GBP,GBP,PayPal,PayPal,TXNYR283JIDALT0,TXN4040903621,failed,Failed,PayPal,Stripe,4102,4241,Barclays,Chase,0,0,,,0,0,0.1526,0.1526,USD 28.21,80.17,32837.16,"$16,966.55",US,GB,Flagged,
PAY00000087,PAY00000087,ORD0000692,ORD0000692,CUST001840,CUST001840,"January 24, 2022",N/A,18236.11,46238.66,$,USD,Credit Card,Credit Card,TXNKPBLSPBA2L4H,TXN0977483615,pending,Pending,STRIPE,Stripe,9024,3199,BofA,Wells Fargo,0,0,NULL,,0,0,0.986,,USD 94.21,€25.99,"$30,992.87",,United States of America,DE,Manual review,
PAY00000088,PAY00000088,ORD9101331,ORD9101331,CUST001940,CUST001940,2021-01-21,2022/11/06,24367.62,41690.67,GBP,NULL,NaN,Wire,TXN5HTV6IE108S3,TXN7817303446,completed,,Stripe,Square,9418,null,Citi,BofA,0,0,,,No,No,0.3657,0.3657,$33.80,£58.93,€18832.77,"$47,315.46",usa,DE,<b>note</b>,
PAY00000089,PAY00000089,ORD0004051,ORD0004051,,CUST000031,"December 09, 2020",30-11-2022,14988.68,37561.98,GBP,USD,Credit Card,Wire,TXNKL3GEM6GYUKH,TXN2862348706,completed,Pending,Adyen,Stripe,5167,4234,Citi,Chase,2414.87,€3160.66,09/25/2023,2023-09-25,0,0,0.9516,0.9516,28.22,$26.00,18810.56,$35720.47,U.S.A,US,,
PAY00000090,PAY00000090,ORD0002203,ORD0002203,CUST000689,CUST000689,2022/02/28,06/06/2023,"$26,160.16",NULL,USD,GBP,,Credit Card,TXNY6YHLE46EZ9A,TXN3016790840,,NULL,Stripe,Square,9930,5400,Citi,BofA,0,0,NaN,NULL,No,No,0.6066,0.6066,16.76,USD 28.6,"$17,291.03",32164.03,U.S.A,JP,Flagged,
PAY00000091,PAY00000091,ORD0004975,ORD0004975,CUST000342,CUST000342,110322,26-11-2023,£27101.11,€30950.52,EUR,GBP,BTC,Credit Card,TXNJSKNBT34XCRV,TXN6733226855,Completed,Failed,stripe,PayPal,5803,3687,N/A,Wells Fargo,0,,,,No,No,low,low,61.07,USD 50.75,$818.75,null,United States of America,FR,∑ special,
PAY00000092,,ORD9983963,ORD9983963,CUST001633,CUST001633,17-06-2020,NULL,2423.33 USD,€8572.82,INR,GBP,ACH,ACH,TXN1GOJJHXSI12K,,Pending,Completed,Authorize.net,Stripe,1320,N/A,N/A,BofA,849.47 USD,??,07/05/2022,2022-07-05,false,false,N/A,N/A,£12.81,£56.02,7626.04 USD,"$47,326.10",N/A,DE,<b>note</b>,
PAY00000093,PAY00000093,ORD0000582,ORD0000582,CUST001576,CUST001576,23-09-2022,"April 05, 2020",$649.71,32473.73,usd,EUR,wire,Credit Card,TXNVML98632CQ9S,TXN3396387070,COMPLETED,NULL,PayPal,Stripe,9432,8947,Barclays,Chase,0,0,,,No,No,0.7648,0.7648,60.79,USD 2.69,"$10,141.60",37660.02,,DE,<b>note</b>,
PAY00000094,PAY00000094,ORD0002994,ORD0002994,CUST000213,CUST000213,"September 30, 2020",2022-02-10,"$3,927.46",28788.24,€,USD,ACH,Credit Card,TXNMRR016LXQV1C,,null,Failed,null,Square,2713,6629,Chase,BofA,0,0,,,No,No,0.6186,NULL,94.92 USD,€7.27,30973.1,USD 1285.1,US,,<b>note</b>,
PAY00000095,PAY00000095,ORD0000642,ORD0000642,CUST000724,CUST000724,"May 11, 2022",2023/01/17,666.29,5779.24,JPY,USD,Credit Card,Wire,TXN4L46NEMPTA9B,TXN3279308924,Pending,Failed,Braintree,PayPal,1719,1993,Wells Fargo,Chase,0,0,,,False,False,0.6426,0.6426,USD 48.16,USD 80.3,USD 44801.39,31030.8,NaN,DE,,
PAY00000096,PAY00000096,ORD0003518,ORD0003518,CUST001160,CUST001160,"January 04, 2020","October 27, 2022",30406.29,18616.17,EUR,USD,credit_card,Wire,TXNS8RDIL0UB1C8,TXN0377063659,chargeback,Pending,stripe,Stripe,5751,6885,N/A,BofA,0,0,,,Y,Y,0.7887,0.7887,??,£68.69,22060.66,"$39,652.16",USA,US,Flagged,
PAY00000097,PAY00000097,ORD0004444,ORD0004444,CUST001705,CUST001705,13-03-2022,,-5315,USD 10623.69,INR,EUR,cash,Credit Card,TXNIN6877X4WY1Y,TXN4972005493,,Pending,STRIPE,PayPal,2695,5889,Chase,BofA,NULL,3329.29 USD,2022-12-06,2022-12-06,false,false,0.4973,0.4973,32.38 USD,£87.9,43262.55 USD,45957.42,U.S.A,GB,∑ special,
PAY00000098,null,,ORD0004064,NaN,CUST000154,11/12/2021,11/04/2023,$37705.93,26086.24,EUR,EUR,BTC,PayPal,TXNBS7JAN84ABUS,TXN4690915630,Pending,Completed,Braintree,Stripe,9800,9796,BofA,Wells Fargo,0,0,,,false,,0.97,0.97,€42.61,57.16 USD,2202.97,32908.41,NaN,JP,,
PAY00000099,PAY00000099,ORD0003221,ORD0003221,CUST001575,CUST001575,"June 16, 2020","December 05, 2023",35390.21 USD,€8512.72,GBP,EUR,,Credit Card,TXNWOHC30RN0DWA,TXN4950056080,failed,Pending,STRIPE,Square,8026,1565,NaN,Wells Fargo,5321.69,11525.89,04/11/2022,2022-04-11,No,No,0.5552,0.5552,$36.04,$14.20,£45155.37,27826.31 USD,United States,US,,
PAY00000100,PAY00000100,ORD9161232,ORD9161232,,CUST001310,28-04-2022,2022-08-19,"$26,173.17",44974.52 USD,INR,EUR,Credit Card,PayPal,TXNC8NQDEFZTTIS,TXN7214572492,FAILED,Pending,Braintree,Stripe,,4525,,Chase,0,0,,,false,false,0.9042,0.9042,67.39,USD 85.12,£21106.07,29460.16,N/A,DE,Flagged,
PAY00000101,PAY00000101,ORD0002889,ORD0002889,CUST000036,,N/A,121222,USD 26452.96,23613.46,€,NULL,BTC,ACH,TXNXJSVU9E9XE8B,TXN6686246562,COMPLETED,Pending,Manual,PayPal,2476,NULL,,BofA,0,0,,,0,0,N/A,0.9331,??,£95.21,16281.07,€35923.87,U.S.A,,Flagged,
PAY00000102,PAY00000102,ORD0001507,ORD0001507,CUST001008,CUST001008,24-03-2022,,€566.17,39730.1,JPY,GBP,BTC,,TXNU9G0W22S15I3,TXN0521902427,refunded,Failed,Adyen,Square,1556,5008,,,0,0,,,No,No,0.7432,0.7432,75.63,59.12,"$33,188.42",7000.5,US,GB,Flagged,
PAY00000103,PAY00000103,ORD0004504,ORD0004504,CUST000163,CUST000163,"June 25, 2022",2023-06-20,18183.05,"$46,719.52",$,EUR,crypto,Credit Card,NaN,TXN0035184238,Refunded,Completed,Stripe,Square,1527,7338,Barclays,Chase,0,NULL,,,False,False,0.9924,0.9924,93.5,99.66,$18366.69,885.06,USA,JP,,
PAY00000104,PAY00000104,ORD0001133,ORD0001133,CUST000970,CUST000970,"December 22, 2023",2020/10/22,28879.85 USD,€38085.3,NaN,GBP,wire,PayPal,TXNIERAPRX6FAB0,TXN4734922389,FAILED,Refunded,STRIPE,PayPal,6523,4496,Citi,,0,0,,,,No,0.8569,0.8569,$95.42,€55.87,€49532.79,N/A,United States of America,US,NaN,
PAY00000105,PAY00000105,ORD0002504,ORD0002504,CUST001496,CUST001496,2021-12-27,2020-05-07,"$20,001.16",29954.61 USD,NULL,GBP,BTC,ACH,TXNWOS1NKHN0WQP,TXN5049452153,chargeback,Refunded,Square,Stripe,6527,8851,N/A,Wells Fargo,26989.32,21099.89 USD,2021-12-26,NaN,null,0,low,low,$10.61,USD 20.1,£11721.81,-558.23,usa,DE,Manual review,
PAY00000106,PAY00000106,ORD0003499,ORD0003499,CUST000811,CUST000811,"December 01, 2021",2022/01/13,£25283.06,48834.83,INR,EUR,crypto,Credit Card,TXNC3S9JB1NOEH9,TXN4566801961,pending,Pending,Stripe,,****,8186,,Wells Fargo,0,,,,False,False,0.6767,0.6767,,62.71,€49003.64,€34214.71,U.S.A,US,Auto-processed,null
PAY00000107,,ORD0004611,ORD0004611,CUST001716,CUST001716,04/12/2023,10/13/2021,"$25,829.38",8630.17 USD,€,USD,BTC,,TXNQ3I6WO8YW2PR,TXN6450462074,chargeback,Failed,Braintree,Stripe,8489,2054,N/A,Wells Fargo,0,0,,,False,False,0.6546,0.6546,86.66,94.34 USD,NULL,USD 49033.45,U.S.A,JP,Flagged,
PAY00000108,PAY00000108,ORD0000830,ORD0000830,CUST001878,CUST001878,020721,"April 06, 2022",€44831.68,N/A,EUR,EUR,wire,ACH,TXNUYW1I7JFEBCK,TXN5637667659,failed,Failed,PayPal,Square,8958,8373,Citi,Chase,£363.19,,2023-03-05,2023-03-05,False,False,0.09,0.09,£26.69,€68.11,42674.43,£17950.37,USA,IN,,
PAY00000109,PAY00000109,ORD9466636,ORD9466636,CUST001157,CUST001157,140723,27-07-2021,29651.19,,$,USD,BTC,ACH,TXN4YPQC86HBQRI,TXN0972786842,Pending,Pending,Stripe,PayPal,****,9188,Citi,Chase,N/A,0,,,No,No,,0.7523,$61.64,€82.55,12956.94,USD 863.0,usa,IN,Manual review,
PAY00000110,PAY00000110,ORD0002562,ORD0002562,,CUST000549,230922,N/A,£28391.67,USD 36413.28,,GBP,PayPal,Wire,TXNG0DCZ9VG3999,TXN4798085816,chargeback,Pending,stripe,Stripe,1695,3281,Wells Fargo,Wells Fargo,USD 30993.88,$43882.59,2022-05-09,2022-05-09,false,,0.0208,0.0208,93.17,€13.54,40662.66 USD,USD 34361.84,United States,GB,,
PAY00000111,NaN,ORD0001215,ORD0001215,CUST000617,CUST000617,2020/01/06,2022/07/20,14622.45,10285.05,NaN,EUR,wire,PayPal,TXNCNBWOTY0B1H1,N/A,Completed,N/A,Square,NULL,1891,3359,BofA,Wells Fargo,0,0,,,0,0,0.7311,0.7311,53.07,$41.06,630.27,$48257.34,United States,GB,,
PAY00000112,PAY00000112,ORD0002105,,CUST001159,CUST001159,"November 13, 2022",16-06-2022,30206.74,10387.57,USD,EUR,crypto,Wire,TXNVIK6VH9IYDL1,TXN7609055165,chargeback,Completed,stripe,PayPal,4752,1736,N/A,BofA,0,0,,,false,false,0.2227,0.2227,58.68,66.61,34080.89,13445.81 USD,US,IN,NaN,
PAY00000113,PAY00000113,ORD0003181,ORD0003181,CUST001095,CUST001095,2023-08-11,2020-08-19,USD 21427.1,19873.39,€,USD,crypto,Wire,TXN33FB5CAJAX4X,TXN4729547900,Refunded,Completed,Authorize.net,Square,1157,4031,Wells Fargo,Wells Fargo,0,0,null,,No,No,0.3764,0.3764,$13.56,£77.08,USD 27068.76,40698.16,USA,GB,null,
PAY00000114,PAY00000114,ORD0000382,ORD0000382,CUST001012,CUST001012,2020-10-30,28-03-2021,8698.29,€2858.25,INR,EUR,wire,ACH,TXNT34Q0WC9RWQI,TXN3470226537,Pending,N/A,PayPal,Square,9941,4353,Wells Fargo,BofA,0,0,,,yes,yes,0.7343,0.7343,$78.06,$67.68,€15487.07,$32046.7,USA,JP,Flagged,
PAY00000115,PAY00000115,ORD0001782,ORD0001782,CUST000637,null,2022-08-12,2021-04-16,20347.18,"$35,066.52",€,EUR,NaN,PayPal,TXNCUYFPRH50IN7,TXN8358568773,chargeback,Completed,null,Square,8696,2163,Chase,BofA,USD 4224.92,£331.6,01/13/2022,2022-01-13,No,No,0.6627,0.6627,USD 43.93,USD 30.3,-9055,£40676.4,U.S.A,FR,Manual review,
PAY00000116,PAY00000116,ORD0002788,ORD0002788,CUST001204,CUST001204,"October 28, 2021",2021-02-11,"$20,750.34",$6974.7,JPY,GBP,crypto,,TXNSJ48A20PWZP7,TXN5387988367,COMPLETED,Failed,Braintree,PayPal,5643,7754,Chase,Chase,0,0,,,No,No,0.764,NULL,£95.67,£7.1,48837.74 USD,USD 28369.53,USA,IN,Manual review,
PAY00000117,PAY00000117,ORD0003155,ORD0003155,CUST000739,CUST000739,29-03-2023,,261.66,NULL,USD,GBP,Credit Card,ACH,TXNAY8KKPSCTA0U,TXN0944930835,FAILED,Failed,null,N/A,8339,7195,Chase,Wells Fargo,0,0,,,False,False,0.526,0.526,$32.15,$29.81,"$45,228.72",$40168.27,United States of America,IN,Auto-processed,null
PAY00000118,PAY00000118,ORD0002928,ORD0002928,CUST000449,CUST000449,11/18/2021,03/26/2020,£13309.25,14731.63,usd,EUR,PayPal,PayPal,TXN1J03ZCAM8ERE,TXN3529302586,Refunded,Refunded,Manual,Stripe,,1117,Chase,Wells Fargo,0,0,N/A,,0,0,0.5338,0.5338,59.08,$42.63,16539.48,15253.75 USD,United States of America,FR,Flagged,
PAY00000119,PAY00000119,ORD0001158,ORD0001158,CUST000519,CUST000519,04-08-2022,2022/05/23,"$16,928.14",£39018.83,GBP,GBP,null,ACH,TXNFJJXEMLU8V9N,TXN6978552876,pending,Refunded,stripe,Square,8026,null,BofA,BofA,0,0,,,0,0,0.2187,0.2187,55.65,£11.47,$40042.61,$31344.5,USA,US,Flagged,
PAY00000120,PAY00000120,ORD0004340,ORD0004340,CUST000728,,"February 16, 2021",N/A,£34467.05,USD 32611.12,GBP,EUR,crypto,Credit Card,TXNOAIFD1805UXE,NULL,refunded,Pending,Manual,Square,6355,6914,HSBC,BofA,0,0,,,false,,0.2976,0.2976,$13.93,$11.12,943.25 USD,"$28,145.63",USA,JP,Auto-processed,
PAY00000121,PAY00000121,ORD0002556,ORD0002556,CUST002000,CUST002000,2023/01/22,2021/06/14,,€10431.76,usd,USD,BTC,Credit Card,N/A,TXN2961391998,NaN,Refunded,Braintree,PayPal,****,8916,Chase,Wells Fargo,0,0,,,False,False,0.3065,0.3065,$98.36,90.71,43634.52,$1653.67,USA,US,<b>note</b>,
PAY00000122,PAY00000122,ORD0004768,,CUST001198,CUST001198,,"October 30, 2023",35932.21 USD,£13507.48,$,USD,Credit Card,Wire,TXNPSD1E35GWZ7U,TXN0709115953,FAILED,Failed,STRIPE,Stripe,4957,4997,,Chase,0,0,,,0,0,0.9765,0.9765,€35.26,78.38,USD 17579.0,23744.41,USA,GB,∑ special,
PAY00000106,PAY00000123,ORD0004606,ORD0004606,CUST000327,CUST000327,220420,07/30/2021,USD 22224.52,48906.41,$,USD,BTC,Wire,TXN3GICVEPF3XC6,TXN7528070331,pending,Failed,PayPal,NaN,N/A,3637,Wells Fargo,Chase,0,0,,,False,False,0.4009,0.4009,87.66,16.05,11179.47,$18735.33,usa,GB,<b>note</b>,
PAY00000124,PAY00000124,ORD0001557,ORD0001557,CUST000440,CUST000440,03-02-2023,2021/12/03,USD 40485.46,USD 6783.8,INR,EUR,cash,ACH,TXNURHQOSQDN5WE,TXN2832625746,FAILED,Completed,Authorize.net,,8477,9692,BofA,Wells Fargo,0,0,,,false,false,0.8029,0.8029,USD 78.88,$17.97,11702.08,26964.68,usa,GB,Auto-processed,
PAY00000125,PAY00000125,ORD0001732,ORD0001732,CUST000855,CUST000855,"December 18, 2021",,43452.29,42043.97,usd,USD,wire,Wire,TXNPL37LH51LASW,TXN5502824826,FAILED,Failed,Adyen,Stripe,8885,NULL,Wells Fargo,BofA,0,0,,,false,false,0.943,0.943,N/A,£15.14,"$9,652.28",£38728.62,usa,JP,<b>note</b>,
PAY00000126,PAY00000126,ORD9145650,ORD9145650,CUST001911,CUST001911,01/09/2023,12/11/2022,46926.57,€16621.01,USD,GBP,Credit Card,Credit Card,TXNUHLGE2WA08HR,TXN0887807501,Failed,Refunded,Manual,Stripe,2753,9853,BofA,Wells Fargo,0,,,,false,false,0.831,0.831,€37.37,83.88,£16851.59,32323.04,United States of America,DE,Auto-processed,
PAY00000127,PAY00000127,ORD0000475,N/A,CUST000601,CUST000601,090721,null,15359.01 USD,"$25,283.62",usd,USD,crypto,ACH,TXNZSQ71SCOTT7N,TXN3312318777,Completed,Pending,Manual,Square,6723,7303,Barclays,Chase,0,0,,,No,No,0.4295,,59.54,,"$31,592.25",30770.43,usa,JP,Auto-processed,
PAY00000128,PAY00000128,ORD9043687,ORD9043687,CUST001190,CUST001190,181122,12/06/2023,£30800.4,22147.33,usd,GBP,Credit Card,ACH,TXNKHDAILQ7WSMZ,TXN5717204523,completed,Refunded,STRIPE,PayPal,3697,1684,,BofA,2640.24,28433.8,09/12/2023,2023-09-12,0,0,0.2751,0.2751,17.96 USD,$8.4,44049.64,30012.51,USA,IN,Flagged,
PAY00000129,PAY00000129,ORD0002454,ORD0002454,,CUST001853,220323,300823,"$33,571.30",44761.32 USD,INR,EUR,debit,PayPal,TXN5DI0Y4Z939KJ,TXN5838228941,Completed,Failed,Adyen,Square,3722,9195,Barclays,Chase,0,0,,,False,False,0.8311,0.8311,53.87,€71.59,23318.52,,United States of America,,∑ special,
PAY00000130,PAY00000130,ORD0002934,ORD0002934,CUST000864,CUST000864,2021-10-05,260922,10533.06,1381.43,GBP,NaN,debit,Credit Card,TXNW00WXSFILANX,TXN0132127894,Completed,Completed,Braintree,PayPal,8433,4661,Barclays,Chase,N/A,null,N/A,2021-04-22,False,N/A,0.2746,0.2746,N/A,£35.53,£17696.02,"$12,640.72",United States,GB,Manual review,
PAY00000131,PAY00000131,ORD0004009,ORD0004009,CUST000724,CUST000724,11/24/2022,06-05-2023,N/A,NaN,usd,USD,debit,Credit Card,TXNYJOWL0ZEASOQ,TXN9280938299,COMPLETED,Failed,Braintree,PayPal,****,7244,BofA,Wells Fargo,0,0,,,False,False,0.1508,0.1508,64.7 USD,75.0 USD,10037.5 USD,$35119.21,United States of America,IN,∑ special,
PAY00000132,PAY00000132,ORD0000653,ORD0000653,CUST001077,CUST001077,060923,2020-05-11,€135.51,"$28,330.05",€,EUR,debit,Credit Card,TXN1IJ5W2EGB07D,N/A,refunded,Failed,Authorize.net,PayPal,1348,4806,Chase,Wells Fargo,0,0,,,false,false,0.3198,0.3198,USD 19.68,NaN,$25009.32,31817.08,United States,JP,Auto-processed,
PAY00000133,null,ORD0004094,ORD0004094,CUST000793,CUST000793,09/16/2022,08/11/2023,$28096.76,25229.22,GBP,null,wire,PayPal,TXNYK76AW24K8U3,N/A,FAILED,Refunded,Braintree,PayPal,null,5064,,Chase,0,0,,,No,No,0.6237,0.6237,83.51,??,€6993.77,13825.07,N/A,JP,Auto-processed,
PAY00000134,PAY00000134,ORD0004527,ORD0004527,CUST001139,CUST001139,05/30/2020,"October 03, 2020",27938.57 USD,46200.36,usd,EUR,BTC,null,TXNPU6XT2J2337W,TXN3544029939,completed,Refunded,Adyen,PayPal,5067,9794,Barclays,Chase,0,0,,,Y,Y,0.9199,0.9199,NaN,59.4,€33706.67,€49402.6,United States,GB,Manual review,
PAY00000135,PAY00000135,ORD0002312,ORD0002312,CUST001157,CUST001157,240222,2023/07/13,15677.53,,INR,NaN,wire,Credit Card,TXNVVOH5G7MEAI5,TXN0141884510,completed,Failed,Stripe,Stripe,5781,3544,N/A,Wells Fargo,0,0,,,No,No,0.5524,0.5524,£26.35,USD 54.37,"$17,374.66",USD 46955.42,USA,FR,∑ special,
PAY00000136,PAY00000136,ORD0002394,ORD0002394,CUST000322,CUST000322,2020-04-03,21-12-2022,null,33480.03,EUR,GBP,debit,NaN,TXNTB0KI26VJV7G,TXN9576131316,refunded,Completed,Stripe,Square,1639,2776,HSBC,Chase,0,NaN,,,False,False,0.175,0.175,€30.94,€55.62,£43312.76,27639.95,U.S.A,JP,Auto-processed,
PAY00000137,PAY00000137,ORD0000515,ORD0000515,CUST001895,null,2021-12-04,2020/09/09,"$24,005.84",£39286.48,null,GBP,PayPal,,TXN790YYKE9L80O,TXN1578282779,completed,Pending,stripe,Stripe,6674,8712,,Wells Fargo,0,0,,,1,1,0.034,0.034,40.73,£61.24,£29323.02,538.95 USD,United States of America,US,∑ special,
PAY00000138,PAY00000138,ORD0002146,ORD0002146,CUST001815,CUST001815,2020/07/03,131021,$21734.43,USD 9278.64,EUR,EUR,wire,PayPal,TXN92UB0WSVLSA9,N/A,N/A,N/A,Authorize.net,Stripe,8080,6872,BofA,BofA,0,0,,,No,No,0.8562,0.8562,49.42 USD,5.68,40337.59,€49720.57,usa,FR,∑ special,
PAY00000139,PAY00000139,null,ORD0001432,CUST001958,CUST001958,261121,03/28/2023,USD 1222.24,£4115.34,USD,GBP,PayPal,ACH,TXNJDZSTAH41QV2,TXN4037838230,COMPLETED,Completed,STRIPE,PayPal,5980,5768,Wells Fargo,Chase,0,0,,,False,False,0.3706,0.3706,NULL,$95.45,€12473.84,32224.58,NaN,JP,NULL,NaN
PAY00000140,PAY00000140,ORD0002619,ORD0002619,,CUST000744,21-10-2023,13-11-2021,$34118.44,TBD,INR,USD,crypto,Wire,TXNWQR0IDDK3GWT,TXN2755736214,Pending,Failed,Stripe,Square,9151,1183,,BofA,0,0,,,False,False,0.9935,0.9935,$84.25,£91.14,??,£25828.66,U.S.A,FR,,
PAY00000141,PAY00000141,ORD0000124,ORD0000124,CUST000465,CUST000465,"May 27, 2020",2022-08-04,27605.9,£31910.35,usd,USD,N/A,Credit Card,TXN1GEBUJO4HTMP,TXN4056529153,FAILED,Refunded,Stripe,PayPal,1112,5398,Chase,Chase,0,0,,,False,False,0.8836,0.8836,13.47,66.23,£6744.74,47598.97,usa,DE,∑ special,
PAY00000142,PAY00000142,ORD0003123,ORD0003123,CUST001878,CUST001878,210622,100223,€30455.64,NaN,GBP,EUR,cash,Credit Card,TXN3KFXULA0P01Z,TXN5101856571,failed,Completed,Square,Stripe,hidden,2262,,Wells Fargo,0,0,null,,No,No,0.8736,0.8736,94.87 USD,$36.64,5882.67,USD 12139.96,United States,DE,Flagged,
PAY00000143,PAY00000143,ORD9954879,ORD9954879,CUST000355,CUST000355,100322,2020/04/22,$22435.76,30967.04,$,NULL,,PayPal,TXNVOEWQLVA7WO5,TXN8188325440,Failed,Failed,Manual,Square,1332,2177,BofA,BofA,0,0,,,NaN,No,0.4496,0.4496,$22.37,52.02,32979.64,£433.67,USA,IN,<b>note</b>,null
